monto_normalizado,riesgo_geo,patron_horario,desviacion_cliente,frecuencia_intentos,score_dispositivo,fraude
-0.7215681947450119,-1.2619920132232516,-0.646694126582599,-0.6202563895406723,2.6174822438166223,2.1944921155528796,0
-1.338870263898844,-1.9325707502308553,0.5427311645443822,-1.365613519240281,-1.1175570667660477,-0.05200182117223329,0
3.004561143103152,-0.4669932254596756,2.021153917896246,-0.08951606575163873,3.236043031086611,-1.5544863681723637,1
-1.183199470346454,-1.5088370209863562,0.6706135686034251,-0.9240182491754086,0.36262989280889935,-0.013586822868310033,0
-0.4665057414665753,-1.648119213120559,1.2041703691638679,-0.9006303158055273,2.48501712290048,1.8128555095450936,0
-0.3545958359454209,-0.39246968048572484,0.9374289033969128,-0.07911873275920223,0.6696634464184812,-2.5161710018542944,1
-2.5704669133412583,-3.480029997828807,2.7066182933322627,-2.268629096496469,0.3109798525754047,1.8219859883237692,0
-1.0425638615260984,-0.24105203323316693,-0.9363815185879087,-0.20800629935220472,-2.0366953119371813,-3.0721514972130435,0
-2.0310495386650773,-2.7601264430637196,-1.402782292125902,-1.7262803923508938,0.23995183686223254,-0.506544692199437,0
-1.9507967224190992,-0.2727522440382111,0.1312452357985505,-0.13510921004566462,0.14356885689974508,2.14019860206914,0
-0.9365418441813498,-0.1927292510589973,1.06487619422731,-0.05155019297166999,-0.7361009772646643,-2.7481877270052126,0
-0.9513123324675679,-0.5541226001389267,-0.3182892213498029,-0.3967408054351687,-1.3204476010600479,-1.8482989736026458,0
-1.9037555735663467,-1.8617732964975504,0.6161760850043867,-1.172776791204149,1.1203125803043954,3.4768791870830675,0
-1.2311947499408518,-0.851471297975652,0.057482754305274414,-0.4366922180531366,0.719462988345657,0.13688078573711282,0
-0.6190952778899869,-0.2722170708420042,-2.5817576025752738,-0.06291619724475844,0.4616244998717729,-0.9495585436139746,0
-1.3285495732372068,-1.083878930920018,1.4640135968022554,-0.8369319433706082,-2.344552635960424,-2.175600463137232,0
-1.2006185468838317,-1.4709276578016612,1.553827823160428,-1.0083083575413117,-1.1045704997091306,-1.297714454718418,0
0.03417139817620285,1.4360565448448193,0.9227661820284463,1.074798572836681,0.8638590802706247,0.08178996758686186,1
-1.8532868584404834,-1.7944896078813706,-0.8630540463449824,-1.226169677436376,-1.1780756225608071,-0.5832318374374665,0
-1.7533760953897342,-2.1272384717678476,-1.511138713344806,-1.578924794420064,-2.759228577454738,-2.0111112200123156,0
-0.5111247081531551,1.0746074447688077,-1.1826443875759345,0.8009269073524351,0.6535795500862855,1.0219831020366328,0
-0.9955342096655642,-1.8553129659343264,1.2766038380800315,-1.3531205359803025,-1.520953881655239,-0.6895785232432959,0
-1.5931232457157547,-0.5742389355214612,-2.058870679383213,-0.31395618997236974,-0.08186713387496991,0.18695531931179366,0
-1.34276798956195,-1.225097085166082,0.3258219203978424,-0.5959546507921291,1.7925549496728554,0.8397381114757361,0
-1.6545747700402282,-3.799684002094029,0.33335030031813817,-2.283010228400536,3.031600081544176,2.7877768307129998,0
-0.7551552710173125,0.2959520934423183,1.021919882486017,0.22893472010949686,0.6726683628298027,2.451595294475567,0
-1.654918258288049,-1.3202674567739572,-0.7621418074365766,-0.750529693240038,0.3438490076888634,-0.4768141528989318,0
