id,x1,x2,y,split,initial_labeled
0,-0.1116665435998051,0.5202237402681694,1,unlabeled_pool,0
1,1.1426498169832764,-0.3425773425006079,1,unlabeled_pool,0
2,0.7955579558212915,-0.011442306560604742,1,unlabeled_pool,0
3,0.11182667768011212,-0.5519315277962581,1,test,0
4,-0.816466179332765,0.5439960413561316,0,unlabeled_pool,0
5,0.6625099793411621,-0.08435587875643946,1,unlabeled_pool,0
6,0.2745096069756633,-0.18990366850763177,1,unlabeled_pool,0
7,-0.11555576964297243,0.5359119487743067,1,test,0
8,1.5723690236721017,-0.33544711139004957,1,unlabeled_pool,0
9,0.7639898054996956,0.96235883082089,0,test,0
10,0.935966869192806,-0.3538179468070864,1,test,0
11,0.8336555798190408,0.6499529469429953,0,unlabeled_pool,0
12,0.29468230487815755,0.004835841227689763,1,unlabeled_pool,0
13,1.8513500430168657,-0.10902615963463375,1,unlabeled_pool,0
14,2.1374762555489997,-0.04338044431125737,1,test,0
15,1.4922258529267878,-0.08559278043061659,1,test,0
16,-0.23867906238645523,1.1462415041581262,0,unlabeled_pool,0
17,1.9234497236254187,-0.14797660415910469,1,unlabeled_pool,0
18,0.8953750077647351,-0.43999190866571586,1,unlabeled_pool,0
19,-0.39068855157876353,1.0195770826262853,0,test,0
20,-0.12775353433282297,0.11630223841137226,1,test,0
21,0.5595085373153135,1.1386066349134263,0,unlabeled_pool,0
22,-0.49930706814144854,0.7378370372103509,0,unlabeled_pool,0
23,-0.0830661443379691,0.4115955852710438,1,unlabeled_pool,0
24,0.02784978022921561,0.805837078713619,0,unlabeled_pool,0
25,0.3931162852034926,1.0762429696756959,0,test,0
26,0.7350479240928889,0.7597082252045726,0,unlabeled_pool,0
27,2.2540475518680414,0.32931873343304974,1,unlabeled_pool,0
28,1.733770751862573,-0.18396232673655982,1,test,0
29,2.139658024444141,0.37314782569952853,1,unlabeled_pool,0
30,-0.2936707559741872,1.0227739719240978,0,unlabeled_pool,0
31,0.31446651830839,0.8238087836950246,0,unlabeled_pool,0
32,0.06472054854037862,-0.2927999487052031,1,unlabeled_pool,0
33,-0.9658811592838273,0.1671130796699809,0,unlabeled_pool,0
34,-0.8661045066842256,0.2608275761943216,0,test,0
35,0.35468754621361287,1.4766098307980045,0,test,0
36,0.5760203748557685,-0.414194998274128,1,unlabeled_pool,0
37,0.4930424671368744,0.11351824044889783,1,unlabeled_pool,0
38,1.8589981280830234,0.009843729633396553,1,unlabeled_pool,0
39,0.981850506816563,0.13501681822472336,0,unlabeled_pool,0
40,-0.7426328278387022,1.2577053085300756,0,unlabeled_pool,0
41,0.8596229579604804,0.588283100236477,0,unlabeled_pool,0
42,-0.4014559140214426,1.0797927387874704,0,unlabeled_pool,0
43,2.495377268183172,0.4480451628671408,1,test,0
44,-0.4242383264506848,0.9251515289655875,0,unlabeled_pool,0
45,0.04192909190816432,0.868489613316582,0,test,0
46,2.0610266913133315,-0.4189792087080516,1,unlabeled_pool,0
47,0.1494708148632428,0.03174751440861506,1,unlabeled_pool,0
48,-0.6754729956504236,0.2051320439864355,0,test,0
49,1.2228846495133088,-0.4042110114333704,1,unlabeled_pool,0
50,-0.12953521699472104,0.043616018091476125,1,unlabeled_pool,0
51,1.7266027633429122,-0.4494767948282301,1,unlabeled_pool,0
52,0.088549625873841,0.9659373822376852,0,unlabeled_pool,0
53,0.3342634705416161,-0.34055128761976555,1,unlabeled_pool,0
54,0.7860959366469327,0.24763122515843336,0,unlabeled_pool,0
55,0.8223942838261347,0.15484522527864045,0,unlabeled_pool,0
56,0.2593869172315566,-0.1401263948600505,1,unlabeled_pool,0
57,0.8625055716678338,0.0927734987973817,0,unlabeled_pool,0
58,0.02195965872772157,1.1188017377164836,0,unlabeled_pool,0
59,1.4064528385952466,-0.37209679605524015,1,test,0
60,0.22539558691161393,0.7360319477551464,0,test,0
61,1.2204804731155023,-0.19840962320791378,0,unlabeled_pool,0
62,-0.3809188900325764,-0.009480022828120771,1,unlabeled_pool,0
63,0.01671937866164694,1.0084089616225547,0,unlabeled_pool,0
64,0.2647748325924354,-0.1599337773852796,1,test,0
65,0.6158723806809456,-0.3296349126321649,1,test,0
66,0.6432071224847188,-0.6173717816769583,1,test,0
67,1.597064264764647,-0.25678187814481984,1,unlabeled_pool,0
68,1.0015146147574339,0.27204322010792364,0,unlabeled_pool,0
69,0.018576738405520963,0.2385729812580873,1,test,0
70,0.6406570003978345,0.47817829713903165,0,initial_labeled,1
71,-0.9795374667935435,0.011696649007329453,0,test,0
72,0.25637534067748624,-0.2474350208790861,1,unlabeled_pool,0
73,0.8763751293676331,-0.5444116723643648,1,unlabeled_pool,0
74,-0.10161640478604311,0.7763333161413631,0,unlabeled_pool,0
75,-0.1991974666568921,1.0197884680733753,0,test,0
76,0.7532702068942821,-0.5188610534819845,1,test,0
77,0.8385606825495737,0.05560446572526376,0,unlabeled_pool,0
78,-0.1810387218971269,0.32147658704440546,1,test,0
79,-0.6024522721563865,0.771926783007528,0,unlabeled_pool,0
80,0.8337316591645805,-0.7537255301619868,1,test,0
81,1.066176338079674,0.12106203178175312,0,unlabeled_pool,0
82,0.08948538096402955,0.5531652009507411,0,unlabeled_pool,0
83,0.5616526291104231,0.3004344599770227,0,unlabeled_pool,0
84,-0.22365187953287063,0.9022478220688808,0,test,0
85,-0.021827854610780045,0.4715901992504328,1,unlabeled_pool,0
86,2.431028089348935,0.6281557216125184,1,unlabeled_pool,0
87,0.6537851022469112,-0.5587562592325406,1,unlabeled_pool,0
88,0.7643439599016617,-0.47959374993387066,1,unlabeled_pool,0
89,-0.7947106071568961,0.9936813132664061,0,unlabeled_pool,0
90,-0.3396380971518873,0.8152959070093343,0,unlabeled_pool,0
91,-1.048514384072453,0.403006124768869,0,test,0
92,0.33368347120312913,0.676034269796373,1,unlabeled_pool,0
93,-0.0037320084692383793,1.082458833760258,0,unlabeled_pool,0
94,1.2022841766040424,-0.3109409334266764,1,unlabeled_pool,0
95,-0.8456437874340609,-0.08762848436281018,0,unlabeled_pool,0
96,1.0215594054521997,-0.4561244010870533,1,unlabeled_pool,0
97,0.5635390427790707,0.6423216595001986,0,unlabeled_pool,0
98,0.6175635298520091,0.22662798805066828,0,test,0
99,1.7314840262278155,-0.5629980246611224,1,test,0
100,0.9054450127691748,-0.8285558636929127,1,test,0
101,-0.1801472542464242,0.7417690904823919,0,test,0
102,1.941430739586959,0.14949156177571363,1,unlabeled_pool,0
103,0.08060224417322906,0.6953267927164286,0,test,0
104,0.3388968789498299,-0.3829878879376377,1,unlabeled_pool,0
105,0.045655641957977056,-0.08998299198414078,1,unlabeled_pool,0
106,-0.013198616027362928,0.21504343692054315,1,test,0
107,2.004426866343631,0.183851851247525,1,unlabeled_pool,0
108,0.8858909410073561,0.8617711824708514,0,test,0
109,1.5580840827566704,-0.07370182195461164,1,unlabeled_pool,0
110,0.11544495742610532,0.4311488523318958,1,unlabeled_pool,0
111,1.2288450756121814,-0.2089363950494463,1,unlabeled_pool,0
112,1.6435447213286385,0.6408002451604984,1,test,0
113,1.1426753403480827,-0.4588798387652281,1,unlabeled_pool,0
114,1.069882816133229,0.5392889587521444,0,unlabeled_pool,0
115,-0.7490068088178415,0.533151298910791,0,test,0
116,0.6580386061921889,1.128614157682919,0,test,0
117,1.9005239461132397,0.49476184809979007,1,unlabeled_pool,0
118,-0.2824876433903008,0.2759935470328931,1,test,0
119,-0.1128144565591582,0.9877801674925847,0,test,0
120,1.8708789673931576,-0.16649580232176736,1,unlabeled_pool,0
121,-0.6676093564259498,0.4331327256545583,0,unlabeled_pool,0
122,0.6791312134475469,-0.29640943257759345,1,unlabeled_pool,0
123,-0.3470895055415475,1.0980224853300968,0,unlabeled_pool,0
124,-0.12988097086301564,1.2524903382085082,0,unlabeled_pool,0
125,0.01599282904880752,0.16402924030787314,1,unlabeled_pool,0
126,0.21596450432555803,-0.38502792705766065,1,test,0
127,-1.0728809876188161,0.5421698300592717,0,test,0
128,1.8476590711503147,-0.1820281176546948,1,initial_labeled,1
129,1.042714650593364,-0.33278174025018126,1,unlabeled_pool,0
130,0.33071274572051845,-0.07429965919477766,1,unlabeled_pool,0
131,1.830890377770725,-0.44681207817027147,1,unlabeled_pool,0
132,-0.19940125182416724,0.49832009007187583,0,unlabeled_pool,0
133,2.183648424337069,0.5375919469738879,1,test,0
134,-0.319743036256917,-0.033284661527963166,1,test,0
135,0.7661198298534349,0.4981210206501657,0,unlabeled_pool,0
136,0.667861356651434,0.524690402455776,0,test,0
137,0.014277280346162963,0.7663213473861372,0,test,0
138,0.6009033876141626,-0.08473379577485701,0,unlabeled_pool,0
139,0.6848929804712885,0.5744556276831064,0,test,0
140,0.9287316902043237,0.10836791561240014,0,unlabeled_pool,0
141,0.4776833433861034,0.8670967548281041,0,unlabeled_pool,0
142,1.0549521831021096,-0.1597239324095855,1,test,0
143,-0.5110116373749041,0.9951921486585071,0,unlabeled_pool,0
144,1.6819563417122803,-0.23869340461343297,1,unlabeled_pool,0
145,1.9712720795794898,-0.1345364600600219,1,unlabeled_pool,0
146,1.2725572022395764,-0.46195545482819045,1,unlabeled_pool,0
147,-0.040060000186223584,0.7646865118015413,0,unlabeled_pool,0
148,1.5999400856754862,-0.18791939889040504,1,unlabeled_pool,0
149,-0.36637511862754407,0.8250721675670267,0,unlabeled_pool,0
150,0.2375798478415477,-0.42423494105777787,1,unlabeled_pool,0
151,1.0162023064023682,1.0261810748779792,0,unlabeled_pool,0
152,1.8224012021133786,0.3948749082315733,1,initial_labeled,1
153,-0.9769584204652156,0.5433367237938761,0,test,0
154,2.0427682226736814,0.3596277972969217,1,unlabeled_pool,0
155,-1.1431023615611857,0.2517898158052446,0,unlabeled_pool,0
156,-0.7156085054995075,0.6791864635657573,0,unlabeled_pool,0
157,0.8522774039919012,-0.6360077826689894,1,test,0
158,0.7613163453559958,0.36717127248490355,0,unlabeled_pool,0
159,1.8881048911768672,-0.3745627131364474,1,unlabeled_pool,0
160,-0.5225693856672746,-0.2371169757064676,1,unlabeled_pool,0
161,1.3510789454892003,-0.42530974092528856,1,unlabeled_pool,0
162,0.6734300546584652,-0.5327819794677036,1,initial_labeled,1
163,0.08586455881475491,-0.21761600961473854,1,unlabeled_pool,0
164,1.712756864769948,-0.1859529596594674,1,test,0
165,0.6957138582489137,-0.28688712821420126,1,unlabeled_pool,0
166,-0.21949888543350732,1.0967446439820123,0,unlabeled_pool,0
167,0.7287323149325347,-0.2568432893596504,1,unlabeled_pool,0
168,-0.1933047981109397,1.2250150262654744,0,unlabeled_pool,0
169,-0.5015892764856064,1.024444897185281,0,unlabeled_pool,0
170,-0.7197948127585535,0.596853908647133,0,unlabeled_pool,0
171,-1.1299911712686073,0.22457417841091726,0,unlabeled_pool,0
172,0.8532801375056862,0.7185729993092025,0,test,0
173,1.9528760847007087,0.4377667641327956,1,test,0
174,-0.8331020199229126,-0.216124857012039,0,unlabeled_pool,0
175,-0.6503647552212231,0.7733658750301283,0,unlabeled_pool,0
176,0.12233364774628613,0.7295490217904224,0,unlabeled_pool,0
177,0.23925252141502104,1.04093800712679,0,unlabeled_pool,0
178,1.3778588726589216,-0.5261469758543694,1,unlabeled_pool,0
179,0.6668456862533773,-0.38803477653530394,1,test,0
180,-0.7577081920122755,-0.2568251638941363,0,unlabeled_pool,0
181,0.5552323847932685,-0.2956334265921209,1,test,0
182,-0.7565170851916161,0.6138258390625118,0,unlabeled_pool,0
183,-0.05922410290741496,0.3719676757641099,1,unlabeled_pool,0
184,1.2036791919745387,-0.1316280472489293,1,unlabeled_pool,0
185,0.5544981757490339,0.7850457669619358,0,test,0
186,-0.5430124594687552,0.6822463545472917,0,test,0
187,-0.690959998632738,0.34001577560981827,0,unlabeled_pool,0
188,2.082722782030389,0.3648073909763947,1,test,0
189,0.6566534063806394,-0.5812936207425585,1,test,0
190,1.702919799007396,0.14885600068644483,1,test,0
191,1.609604048129025,-0.1798741164162814,1,unlabeled_pool,0
192,0.6691276195637526,-0.06957939212831543,1,unlabeled_pool,0
193,0.26812480918735565,0.7204907066752092,0,unlabeled_pool,0
194,0.20486069001004859,1.1003664155521196,0,test,0
195,-1.0857759528518016,0.8741118680772053,0,unlabeled_pool,0
196,-0.316783030371592,0.8268029281278259,0,unlabeled_pool,0
197,0.11613785230061832,0.8322372660350102,0,unlabeled_pool,0
198,0.25740755353490374,-0.1987926175597597,1,unlabeled_pool,0
199,1.0719290543159787,0.4029750739000209,0,unlabeled_pool,0
200,1.0844793333525695,0.17577988469415962,0,unlabeled_pool,0
201,0.07811334099100949,0.2354154018902725,1,test,0
202,0.8051164011632455,-0.2972016370510594,1,unlabeled_pool,0
203,0.15568774460065424,0.27029645634186295,1,unlabeled_pool,0
204,1.3291891546249999,-0.29069336427557085,1,unlabeled_pool,0
205,0.42699406591805783,0.030016901683362185,1,test,0
206,0.30110853473836496,0.8518444543247218,0,unlabeled_pool,0
207,1.9477606342410243,-0.13962042974505734,1,unlabeled_pool,0
208,-1.2713371616522067,-0.03803912796716656,0,test,0
209,1.303859565167607,-0.39486254452184916,1,unlabeled_pool,0
210,0.5991483427515156,0.5108391072247417,0,test,0
211,0.50427309886053,0.9747753571044271,0,test,0
